datetime,activity
2022/11/1 18:14,eating
2022/11/1 18:33,sitting
2022/11/1 19:33,bathroom
2022/11/1 19:42,using_computer
2022/11/3 09:27,walking
2022/11/3 09:34,riding
2022/11/3 09:38,standing
2022/11/3 09:49,riding
2022/11/3 10:03,standing
2022/11/3 10:09,riding
2022/11/3 10:12,walking
2022/11/3 10:15,eating
2022/11/3 10:46,sitting
2022/11/3 11:33,bathroom
2022/11/3 11:44,sitting
2022/11/3 12:39,using_computer
2022/11/3 14:10,bathroom
2022/11/3 14:19,using_computer
2022/11/3 14:54,walking
2022/11/3 14:57,driving
2022/11/3 15:30,walking
2022/11/3 15:52,driving
2022/11/3 16:31,walking
2022/11/3 16:34,sitting
2022/11/3 17:13,walking
2022/11/3 17:16,riding
2022/11/3 17:35,walking
2022/11/3 17:39,eating
2022/11/3 18:00,sitting
2022/11/3 18:07,lying
2022/11/3 18:49,using_computer
2022/11/3 21:41,walking
2022/11/3 22:02,standing
2022/11/3 22:09,walking
2022/11/3 22:16,eating
2022/11/3 22:55,sitting
2022/11/3 22:57,lying
2022/11/4 15:34,walking
2022/11/4 15:38,driving
2022/11/4 15:40,walking
2022/11/4 15:44,standing
2022/11/4 15:46,walking
2022/11/4 16:02,standing
2022/11/4 16:10,walking
2022/11/4 16:16,sitting
2022/11/4 16:18,eating
2022/11/4 16:46,sitting
2022/11/4 17:47,lying
2022/11/4 19:45,eating
2022/11/4 20:09,sitting
2022/11/4 20:12,bathroom
2022/11/4 20:33,lying
2022/11/4 20:44,sitting
2022/11/4 21:17,using_computer
2022/11/4 22:18,bathroom
2022/11/4 22:24,lying
2022/11/5 15:43,using_computer
2022/11/5 16:58,bathroom
2022/11/5 17:12,using_computer
2022/11/5 17:20,lying
2022/11/5 18:00,walking
2022/11/5 18:04,driving
2022/11/5 18:17,sitting
2022/11/5 19:05,eating
2022/11/5 19:19,sitting
2022/11/5 23:26,bathroom
2022/11/5 23:31,sitting
2022/11/5 23:47,eating
2022/11/6 13:01,walking
2022/11/6 13:04,driving
2022/11/6 13:33,walking
2022/11/6 13:59,eating
2022/11/6 14:30,walking
2022/11/6 15:20,walking
2022/11/6 18:49,eating
2022/11/6 19:30,sitting
2022/11/6 20:38,using_computer
2022/11/9 14:47,walking
2022/11/9 14:56,driving
2022/11/9 15:11,walking
2022/11/9 15:13,using_computer
2022/11/9 17:52,walking
2022/11/9 18:06,standing
2022/11/9 18:14,walking
2022/11/9 18:21,eating
2022/11/9 19:01,bathroom
2022/11/9 19:16,using_computer
2022/11/10 07:31,walking
2022/11/10 07:34,riding
2022/11/10 08:08,walking
2022/11/10 08:13,eating
2022/11/10 08:30,sitting
2022/11/10 09:12,lying
2022/11/10 16:08,bathroom
2022/11/10 16:26,sitting
2022/11/10 16:49,using_computer
2022/11/10 21:10,walking
2022/11/10 21:29,eating
2022/11/10 22:28,using_computer
2022/11/11 13:39,walking
2022/11/11 14:58,sitting
2022/11/11 15:28,walking
2022/11/11 15:48,driving
2022/11/11 15:51,walking
2022/11/11 16:29,eating
2022/11/11 16:58,sitting
2022/11/11 18:30,using_computer
2022/11/11 20:15,sitting
2022/11/11 20:26,eating
2022/11/11 20:40,sitting
2022/11/11 20:45,bathroom
2022/11/11 21:06,lying
2022/11/11 23:11,using_computer
2022/11/12 17:00,sitting
2022/11/12 17:14,walking
2022/11/12 17:19,driving
2022/11/12 17:33,sitting
2022/11/12 18:09,eating
2022/11/12 18:26,sitting
2022/11/12 22:39,driving
2022/11/12 22:58,walking
2022/11/12 23:02,sitting
2022/11/12 23:30,eating
2022/11/12 23:59,sitting
2022/11/13 08:38,walking
2022/11/13 08:56,standing
2022/11/13 09:08,walking
2022/11/13 09:14,eating
2022/11/13 09:45,sitting
2022/11/13 10:34,lying
2022/11/13 13:33,bathroom
2022/11/13 13:36,sitting
2022/11/13 13:52,using_computer
2022/11/13 15:16,bathroom
2022/11/13 15:26,using_computer
2022/11/13 16:46,sitting
2022/11/13 17:37,walking
2022/11/13 17:39,driving
2022/11/13 18:14,eating
2022/11/13 18:27,sitting
2022/11/13 20:06,driving
2022/11/13 20:36,sitting
2022/11/12 20:46,driving
2022/11/13 21:04,walking
2022/11/13 21:09,using_computer
2022/11/16 11:43,sitting
2022/11/16 14:22,using_computer
2022/11/16 16:13,lying
2022/11/16 18:42,walking
2022/11/16 18:45,other
2022/11/16 19:25,walking
2022/11/16 19:28,eating
2022/11/16 20:13,bathroom
2022/11/16 20:19,sitting
2022/11/16 21:48,using_computer
2022/11/17 14:37,bathroom
2022/11/17 14:42,using_computer
2022/11/19 17:42,using_computer
2022/11/19 17:53,walking
2022/11/19 18:19,sitting
2022/11/19 18:20,eating
2022/11/19 18:32,sitting
2022/11/19 23:05,driving
2022/11/19 23:17,walking
2022/11/19 23:40,eating
2022/11/20 12:27,walking
2022/11/20 12:34,driving
2022/11/20 12:54,walking
2022/11/20 13:33,driving
2022/11/20 14:04,walking
2022/11/20 14:07,eating
2022/11/20 14:41,bathroom
2022/11/20 14:59,using_computer
2022/11/20 16:29,walking
2022/11/20 16:32,driving
2022/11/20 16:56,sitting
2022/11/20 19:13,driving
